Date,SP500_Close,SP500_Return,SPY_Adj_Close,SPY_Return,Daily_Dividend_Yield,RollingAvg_Daily_Yield,Annualized_Dividend_Yield
2010-01-05,1136.52001953125,0.0031156756258232,85.99547576904297,0.0026471645211103,-0.0004685111047129,,
2010-01-06,1137.1400146484375,0.0005455206301101,86.0560073852539,0.0007038930323906,0.0001583724022804,,
2010-01-07,1141.68994140625,0.0040012018741766,86.41929626464844,0.0042215400229779,0.0002203381488012,,
2010-01-08,1144.97998046875,0.0028817272914287,86.70687103271484,0.003327668477949,0.0004459411865203,,
2010-01-11,1146.97998046875,0.0017467554316374,86.82798767089844,0.0013968516767015,-0.0003499037549359,,
2010-01-12,1136.219970703125,-0.0093811661483642,86.0181884765625,-0.0093264765896141,5.46895587500984e-05,,
2010-01-13,1145.6800537109375,0.008325925658531,86.7447280883789,0.0084463486697858,0.0001204230112548,,
2010-01-14,1148.4599609375,0.0024264254383745,86.97933959960938,0.0027046198241746,0.0002781943858001,,
2010-01-15,1136.030029296875,-0.0108231301598693,86.0030517578125,-0.0112243648467671,-0.0004012346868977,,
2010-01-19,1150.22998046875,0.0124996265993635,87.07769012451172,0.012495351557122,-4.275042241541627e-06,,
2010-01-20,1138.0400390625,-0.0105978296629707,86.1922378540039,-0.0101685319080204,0.0004292977549502,,
2010-01-21,1116.47998046875,-0.0189449033897883,84.53487396240234,-0.0192286908063447,-0.0002837874165563,,
2010-01-22,1091.760009765625,-0.0221409887643004,82.65039825439453,-0.022292287427387,-0.0001512986630866,,
2010-01-25,1096.780029296875,0.0045980980127011,83.07423400878906,0.0051280545931549,0.0005299565804537,,
2010-01-26,1092.1700439453125,-0.0042031995736809,82.7260971069336,-0.0041906724270083,1.2527146672658418e-05,,
2010-01-27,1097.5,0.0048801522109449,83.11962890625,0.0047570453953329,-0.000123106815612,,
2010-01-28,1084.530029296875,-0.0118177409595672,82.16606140136719,-0.0114722300548085,0.0003455109047586,,
2010-01-29,1073.8699951171875,-0.0098291738280392,81.27302551269531,-0.0108686709992043,-0.001039497171165,,
2010-02-01,1089.18994140625,0.0142661088946718,82.536865234375,0.015550543537748,0.0012844346430762,,
2010-02-02,1103.3199462890625,0.0129729483771849,83.5358657836914,0.0121036890179873,-0.0008692593591976,,
2010-02-03,1097.280029296875,-0.0054743114293386,83.11962890625,-0.0049827325489055,0.000491578880433,,
2010-02-04,1063.1099853515625,-0.0311406778880394,80.55406188964844,-0.0308659585029578,0.0002747193850816,,
2010-02-05,1066.18994140625,0.0028971189219608,80.72057342529297,0.0020670780807134,-0.0008300408412473,,
2010-02-08,1056.739990234375,-0.0088632904934471,80.13784790039062,-0.0072190459033552,0.0016442445900919,,
2010-02-09,1070.52001953125,0.0130401323165774,81.14437103271484,0.0125598972108074,-0.0004802351057699,,
2010-02-10,1068.1300048828125,-0.0022325735201887,80.9854736328125,-0.0019582060699968,0.0002743674501919,,
2010-02-11,1078.469970703125,0.0096804375619492,81.83307647705078,0.010466109614686,0.0007856720527368,,
2010-02-12,1075.510009765625,-0.0027445928193718,81.76495361328125,-0.0008324612333087,0.0019121315860631,,
2010-02-16,1094.8699951171875,0.0180007486455484,83.05149841308594,0.0157346729001961,-0.0022660757453523,,
2010-02-17,1099.510009765625,0.0042379594555796,83.44505310058594,0.0047386825646722,0.0005007231090925,8.319656900780773e-05,0.0209655353899675
2010-02-18,1106.75,0.0065847424489735,83.93698120117188,0.0058952338372049,-0.0006895086117686,7.582998543928335e-05,0.0191091563306994
2010-02-19,1109.1700439453125,0.0021866220422972,84.1110610961914,0.0020739356184649,-0.0001126864238323,6.679469123552403e-05,0.016832262191352
2010-02-22,1108.010009765625,-0.0010458578339902,84.1261978149414,0.0001799610961117,0.0012258189301019,0.0001003107172788,0.0252783007542576
2010-02-23,1094.5999755859375,-0.0121028095969314,83.10450744628906,-0.0121447348767601,-4.192527982871397e-05,8.404850173391321e-05,0.0211802224369461
2010-02-24,1105.239990234375,0.0097204594242219,83.86888885498047,0.0091978333327518,-0.0005226260914701,7.829109051610642e-05,0.0197293548100588
2010-02-25,1102.93994140625,-0.0020810401799135,83.75533294677734,-0.0013539693890481,0.0007270707908653,0.0001007037982532,0.0253773571598064
2010-02-26,1104.489990234375,0.0014053791778985,83.8083267211914,0.0006327211957684,-0.0007726579821301,7.093443180711626e-05,0.0178754768153933
2010-03-01,1115.7099609375,0.0101585082728945,84.67860412597656,0.0103841400828863,0.0002256318099917,6.91823459468388e-05,0.0174339511786033
2010-03-02,1118.31005859375,0.0023304422719907,84.91326141357422,0.0027711520521589,0.0004407097801681,9.724716151570482e-05,0.0245062847019576
2010-03-03,1118.7900390625,0.0004292016020615,84.98894500732422,0.0008913047560543,0.0004621031539928,0.0001127931013901,0.0284238615503052
2010-03-04,1122.969970703125,0.0037361180334851,85.24625396728516,0.0030275579952045,-0.0007085600382805,7.486450828249058e-05,0.0188658560871876
2010-03-05,1138.699951171875,0.0140074809470649,86.46468353271484,0.0142930569816861,0.0002855760346212,9.384328998840822e-05,0.0236485090770788
2010-03-08,1138.5,-0.0001755960133915,86.47981262207031,0.0001749742060843,0.0003505702194759,0.0001105722527404,0.0278642076905808
2010-03-09,1140.449951171875,0.0017127370855292,86.6236343383789,0.0016630669279675,-4.967015756163207e-05,9.125136147331384e-05,0.022995343091275
2010-03-10,1145.6099853515625,0.0045245599549417,87.00961303710938,0.0044558128007272,-6.874715421445465e-05,8.854221811041007e-05,0.0223126389638233
2010-03-11,1150.239990234375,0.0040415193146134,87.37287902832031,0.0041750098469695,0.000133490532356,9.709546304267716e-05,0.0244680566867546
2010-03-12,1149.989990234375,-0.0002173459470393,87.38040924072266,8.618478051869438e-05,0.000303530727558,9.569612380265767e-05,0.0241154231982697
2010-03-15,1150.510009765625,0.000452194832708,87.40314483642578,0.0002601909959072,-0.0001920038368008,0.0001239459016147,0.0312343672069044
2010-03-16,1159.4599609375,0.0077791163013856,88.09938049316406,0.0079657964028785,0.0001866801014929,8.735408356201902e-05,0.0220132290576287
2010-03-17,1166.2099609375,0.0058216758037441,88.62157440185547,0.0059273278173836,0.0001056520136395,0.0001198511293232,0.0302024845894464
2010-03-18,1165.8299560546875,-0.0003258460273372,88.57617950439453,-0.0005122330286652,-0.000186387001328,9.725226659789144e-05,0.0245075711826686
2010-03-19,1159.9000244140625,-0.0050864464494398,88.1278305053711,-0.0050617333185069,2.4713130932996208e-05,8.891872479293757e-05,0.0224075186478202
2010-03-22,1165.81005859375,0.0050952961938879,88.5989990234375,0.0053464213899794,0.0002511251960914,0.0001249575927042,0.0314893133614584
2010-03-23,1174.1700439453125,0.0071709669083201,89.22207641601562,0.0070325556659314,-0.0001384112423887,6.553573162154288e-05,0.0165150043686288
2010-03-24,1167.719970703125,-0.0054933042070419,88.78894805908203,-0.0048544976123851,0.0006388065946568,0.0001028371216357,0.0259149546521963
